PassengerId,Pclass,Age,Sex,Fare,SibSp,Parch,Embarked
685,2,25.0,0,41.5792,1,2,1
686,3,14.0,0,39.6875,4,1,0
687,3,19.0,0,10.1708,0,0,0
688,3,18.0,0,7.7958,0,0,0
689,1,15.0,1,211.3375,0,1,0
690,1,31.0,0,57.0,1,0,0
691,3,4.0,1,13.4167,0,1,1
692,3,28.0,0,56.4958,0,0,0
693,3,25.0,0,7.225,0,0,1
694,1,60.0,0,26.55,0,0,0
695,2,52.0,0,13.5,0,0,0
696,3,44.0,0,8.05,0,0,0
697,3,28.0,1,7.7333,0,0,2
698,1,49.0,0,110.8833,1,1,1
699,3,42.0,0,7.65,0,0,0
700,1,18.0,1,227.525,1,0,1
701,1,35.0,0,26.2875,0,0,0
702,3,18.0,1,14.4542,0,1,1
703,3,25.0,0,7.7417,0,0,2
704,3,26.0,0,7.8542,1,0,0
705,2,39.0,0,26.0,0,0,0
706,2,45.0,1,13.5,0,0,0
707,1,42.0,0,26.2875,0,0,0
708,1,22.0,1,151.55,0,0,0
709,3,28.0,0,15.2458,1,1,1
710,1,24.0,1,49.5042,0,0,1
711,1,28.0,0,26.55,0,0,0
712,1,48.0,0,52.0,1,0,0
713,3,29.0,0,9.4833,0,0,0
714,2,52.0,0,13.0,0,0,0
715,3,19.0,0,7.65,0,0,0
716,1,38.0,1,227.525,0,0,1
717,2,27.0,1,10.5,0,0,0
718,3,28.0,0,15.5,0,0,2
719,3,33.0,0,7.775,0,0,0
720,2,6.0,1,33.0,0,1,0
721,3,17.0,0,7.0542,1,0,0
722,2,34.0,0,13.0,0,0,0
723,2,50.0,0,13.0,0,0,0
724,1,27.0,0,53.1,1,0,0
725,3,20.0,0,8.6625,0,0,0
726,2,30.0,1,21.0,3,0,0
727,3,28.0,1,7.7375,0,0,2
728,2,25.0,0,26.0,1,0,0
729,3,25.0,1,7.925,1,0,0
730,1,29.0,1,211.3375,0,0,0
731,3,11.0,0,18.7875,0,0,1
732,2,28.0,0,0.0,0,0,0
733,2,23.0,0,13.0,0,0,0
734,2,23.0,0,13.0,0,0,0
735,3,28.5,0,16.1,0,0,0
736,3,48.0,1,34.375,1,3,0
737,1,35.0,0,512.3292,0,0,1
738,3,28.0,0,7.8958,0,0,0
739,3,28.0,0,7.8958,0,0,0
740,1,28.0,0,30.0,0,0,0
741,1,36.0,0,78.85,1,0,0
742,1,21.0,1,262.375,2,2,1
743,3,24.0,0,16.1,1,0,0
744,3,31.0,0,7.925,0,0,0
745,1,70.0,0,71.0,1,1,0
746,3,16.0,0,20.25,1,1,0
747,2,30.0,1,13.0,0,0,0
748,1,19.0,0,53.1,1,0,0
749,3,31.0,0,7.75,0,0,2
750,2,4.0,1,23.0,1,1,0
751,3,6.0,0,12.475,0,1,0
752,3,33.0,0,9.5,0,0,0
753,3,23.0,0,7.8958,0,0,0
754,2,48.0,1,65.0,1,2,0
755,2,0.67,0,14.5,1,1,0
756,3,28.0,0,7.7958,0,0,0
757,2,18.0,0,11.5,0,0,0
758,3,34.0,0,8.05,0,0,0
759,1,33.0,1,86.5,0,0,0
760,3,28.0,0,14.5,0,0,0
761,3,41.0,0,7.125,0,0,0
762,3,20.0,0,7.2292,0,0,1
763,1,36.0,1,120.0,1,2,0
764,3,16.0,0,7.775,0,0,0
765,1,51.0,1,77.9583,1,0,0
766,1,28.0,0,39.6,0,0,1
767,3,30.5,1,7.75,0,0,2
768,3,28.0,0,24.15,1,0,2
769,3,32.0,0,8.3625,0,0,0
770,3,24.0,0,9.5,0,0,0
771,3,48.0,0,7.8542,0,0,0
772,2,57.0,1,10.5,0,0,0
773,3,28.0,0,7.225,0,0,1
774,2,54.0,1,23.0,1,3,0
775,3,18.0,0,7.75,0,0,0
776,3,28.0,0,7.75,0,0,2
777,3,5.0,1,12.475,0,0,0
778,3,28.0,0,7.7375,0,0,2
779,1,43.0,1,211.3375,0,1,0
780,3,13.0,1,7.2292,0,0,1
781,1,17.0,1,57.0,1,0,0
782,1,29.0,0,30.0,0,0,0
783,3,28.0,0,23.45,1,2,0
784,3,25.0,0,7.05,0,0,0
785,3,25.0,0,7.25,0,0,0
786,3,18.0,1,7.4958,0,0,0
787,3,8.0,0,29.125,4,1,2
788,3,1.0,0,20.575,1,2,0
789,1,46.0,0,79.2,0,0,1
790,3,28.0,0,7.75,0,0,2
791,2,16.0,0,26.0,0,0,0
792,3,28.0,1,69.55,8,2,0
793,1,28.0,0,30.6958,0,0,1
794,3,25.0,0,7.8958,0,0,0
795,2,39.0,0,13.0,0,0,0
796,1,49.0,1,25.9292,0,0,0
797,3,31.0,1,8.6833,0,0,0
798,3,30.0,0,7.2292,0,0,1
799,3,30.0,1,24.15,1,1,0
800,2,34.0,0,13.0,0,0,0
801,2,31.0,1,26.25,1,1,0
802,1,11.0,0,120.0,1,2,0
803,3,0.42,0,8.5167,0,1,1
804,3,27.0,0,6.975,0,0,0
805,3,31.0,0,7.775,0,0,0
806,1,39.0,0,0.0,0,0,0
807,3,18.0,1,7.775,0,0,0
808,2,39.0,0,13.0,0,0,0
809,1,33.0,1,53.1,1,0,0
810,3,26.0,0,7.8875,0,0,0
811,3,39.0,0,24.15,0,0,0
812,2,35.0,0,10.5,0,0,0
813,3,6.0,1,31.275,4,2,0
814,3,30.5,0,8.05,0,0,0
815,1,28.0,0,0.0,0,0,0
816,3,23.0,1,7.925,0,0,0
817,2,31.0,0,37.0042,1,1,1
818,3,43.0,0,6.45,0,0,0
819,3,10.0,0,27.9,3,2,0
820,1,52.0,1,93.5,1,1,0
821,3,27.0,0,8.6625,0,0,0
822,1,38.0,0,0.0,0,0,0
823,3,27.0,1,12.475,0,1,0
824,3,2.0,0,39.6875,4,1,0
825,3,28.0,0,6.95,0,0,2
826,3,28.0,0,56.4958,0,0,0
827,2,1.0,0,37.0042,0,2,1
828,3,28.0,0,7.75,0,0,2
829,1,62.0,1,80.0,0,0,0
830,3,15.0,1,14.4542,1,0,1
831,2,0.83,0,18.75,1,1,0
832,3,28.0,0,7.2292,0,0,1
833,3,23.0,0,7.8542,0,0,0
834,3,18.0,0,8.3,0,0,0
835,1,39.0,1,83.1583,1,1,1
836,3,21.0,0,8.6625,0,0,0
837,3,28.0,0,8.05,0,0,0
838,3,32.0,0,56.4958,0,0,0
839,1,28.0,0,29.7,0,0,1
840,3,20.0,0,7.925,0,0,0
841,2,16.0,0,10.5,0,0,0
842,1,30.0,1,31.0,0,0,1
843,3,34.5,0,6.4375,0,0,1
844,3,17.0,0,8.6625,0,0,0
845,3,42.0,0,7.55,0,0,0
846,3,28.0,0,69.55,8,2,0
847,3,35.0,0,7.8958,0,0,1
848,2,28.0,0,33.0,0,1,0
849,1,28.0,1,89.1042,1,0,1
850,3,4.0,0,31.275,4,2,0
851,3,74.0,0,7.775,0,0,0
852,3,9.0,1,15.2458,1,1,1
853,1,16.0,1,39.4,0,1,0
854,2,44.0,1,26.0,1,0,0
855,3,18.0,1,9.35,0,1,0
856,1,45.0,1,164.8667,1,1,0
857,1,51.0,0,26.55,0,0,0
858,3,24.0,1,19.2583,0,3,1
859,3,28.0,0,7.2292,0,0,1
860,3,41.0,0,14.1083,2,0,0
861,2,21.0,0,11.5,1,0,0
862,1,48.0,1,25.9292,0,0,0
863,3,28.0,1,69.55,8,2,0
864,2,24.0,0,13.0,0,0,0
865,2,42.0,1,13.0,0,0,0
866,2,27.0,1,13.8583,1,0,1
867,1,31.0,0,50.4958,0,0,0
868,3,28.0,0,9.5,0,0,0
869,3,4.0,0,11.1333,1,1,0
870,3,26.0,0,7.8958,0,0,0
871,1,47.0,1,52.5542,1,1,0
872,1,33.0,0,5.0,0,0,0
873,3,47.0,0,9.0,0,0,0
874,2,28.0,1,24.0,1,0,1
875,3,15.0,1,7.225,0,0,1
876,3,20.0,0,9.8458,0,0,0
877,3,19.0,0,7.8958,0,0,0
878,3,28.0,0,7.8958,0,0,0
879,1,56.0,1,83.1583,0,1,1
880,2,25.0,1,26.0,0,1,0
881,3,33.0,0,7.8958,0,0,0
882,3,22.0,1,10.5167,0,0,0
883,2,28.0,0,10.5,0,0,0
884,3,25.0,0,7.05,0,0,0
885,3,39.0,1,29.125,0,5,2
886,2,27.0,0,13.0,0,0,0
887,1,19.0,1,30.0,0,0,0
888,3,28.0,1,23.45,1,2,0
889,1,26.0,0,30.0,0,0,1
890,3,32.0,0,7.75,0,0,2
